refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-34936,RF-34936,ORD503054,2023-05-16,Not applicable,Not applicable,242000.0,Unknown,Auto,amount_written_as_negative
RF-34943,RF-34943,ORD510972,2024-02-12,Not applicable,Not applicable,83700.0,Duplicate order,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-34944,RF-34944,ORD514658,2024-06-19,Not applicable,Not applicable,2500.0,Damaged,Ops,No issues
RF-34970,RF-34970,ORD514564,2024-05-31,Not applicable,Not applicable,25400.0,Changed mind,Unknown,amount_written_as_negative
RF-34976,RF-34976,ORD524479,2025-04-11,Not applicable,Not applicable,5100.0,Unknown,Ops,No issues
RF-34977,RF-34977,ORD510298,2024-02-08,Not applicable,Not applicable,266200.0,Damaged,Unknown,amount_written_as_negative
RF-35005,RF-35005,ORD500782,2023-02-11,Not applicable,Not applicable,18100.0,Unknown,Support,refund_date_format_resolved_by_refund_window
RF-35014,RF-35014,ORD521334,2024-12-27,Not applicable,Not applicable,2200.0,Late delivery,Support,amount_written_as_negative
RF-35025,RF-35025,ORD511342,2024-03-19,Not applicable,Not applicable,4400.0,Damaged,Auto,amount_written_as_negative
RF-35027,RF-35027,ORD527085,2025-06-11,Not applicable,Not applicable,5600.0,Changed mind,Support,No issues
RF-35037,RF-35037,ORD516210,2024-08-01,Not applicable,Not applicable,6500.0,Changed mind,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35049,RF-35049,ORD527966,2025-07-05,Not applicable,Not applicable,1400.0,Changed mind,Support,No issues
RF-35058,RF-35058,ORD523773,2025-02-21,Not applicable,Not applicable,26900.0,Changed mind,Support,No issues
RF-35060,RF-35060,ORD512147,2024-03-26,Not applicable,Not applicable,5400.0,Damaged,Ops,amount_written_as_negative
RF-35062,RF-35062,ORD501346,2023-03-12,Not applicable,Not applicable,3400.0,Wrong size,Unknown,refund_date_format_resolved_by_refund_window
RF-35065,RF-35065,ORD511277,2024-02-15,Not applicable,Not applicable,12500.0,Wrong size,Unknown,amount_written_as_negative
RF-35090,RF-35090,ORD512866,2024-04-20,Not applicable,Not applicable,136100.0,Unknown,Support,amount_written_as_negative
RF-35103,RF-35103-1,ORD522850,2025-02-20,Not applicable,Not applicable,7550.0,Damaged,Ops,refund_id_shared_with_other_refunds
RF-35103,RF-35103-2,ORD527496,2025-06-10,Not applicable,Not applicable,5700.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-35129,RF-35129,ORD502680,2023-05-14,Not applicable,Not applicable,49300.0,Damaged,Auto,No issues
RF-35131,RF-35131,ORD507382,2023-11-02,Not applicable,Not applicable,4200.0,Late delivery,Auto,amount_written_as_negative
RF-35147,RF-35147,ORD509318,2024-01-25,Not applicable,Not applicable,33400.0,Changed mind,Auto,amount_written_as_negative
RF-35164,RF-35164-1,ORD527175,2025-06-14,Not applicable,Not applicable,7200.0,Late delivery,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-35164,RF-35164-2,ORD521704,2025-01-05,Not applicable,Not applicable,9800.0,Wrong size,Unknown,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35166,RF-35166,ORD503507,2023-06-04,Not applicable,Not applicable,15300.0,Damaged,Ops,No issues
RF-35176,RF-35176,ORD503041,2023-06-13,Not applicable,Not applicable,22950.0,Changed mind,Unknown,amount_written_as_negative
RF-35179,RF-35179,ORD514486,2024-06-25,Not applicable,Not applicable,87500.0,Changed mind,Support,amount_written_as_negative
RF-35210,RF-35210,ORD520911,2024-12-30,Not applicable,Not applicable,53400.0,Changed mind,Auto,amount_written_as_negative
RF-35250,RF-35250,ORD516970,2024-09-25,Not applicable,Not applicable,5200.0,Damaged,Support,No issues
RF-35260,RF-35260,ORD506918,2023-10-26,Not applicable,Not applicable,38800.0,Unknown,Auto,No issues
RF-35268,RF-35268,ORD526327,2025-04-19,Not applicable,Not applicable,5600.0,Late delivery,Auto,No issues
RF-35276,RF-35276,ORD515484,2024-07-11,Not applicable,Not applicable,48600.0,Duplicate order,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35289,RF-35289,ORD505350,2023-09-20,Not applicable,Not applicable,5100.0,Changed mind,Unknown,refund_exceeds_order_value
RF-35304,RF-35304,ORD505943,2023-10-14,Not applicable,Not applicable,15100.0,Late delivery,Support,No issues
RF-35337,RF-35337,ORD515147,2024-07-02,Not applicable,Not applicable,12000.0,Wrong size,Ops,amount_written_as_negative
RF-35338,RF-35338,ORD520840,2024-12-25,Not applicable,Not applicable,76000.0,Changed mind,Support,No issues
RF-35344,RF-35344-1,ORD523844,2025-02-15,Not applicable,Not applicable,5800.0,Changed mind,Auto,refund_id_shared_with_other_refunds
RF-35344,RF-35344-2,ORD516988,2024-09-02,Not applicable,Not applicable,17300.0,Not as pictured,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-35344,RF-35344-3,ORD525790,2025-04-11,Not applicable,Not applicable,155700.0,Changed mind,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35349,RF-35349,ORD504358,2023-07-14,Not applicable,Not applicable,12400.0,Not as pictured,Unknown,No issues
RF-35366,RF-35366,ORD507916,2023-12-11,Not applicable,Not applicable,7600.0,Not as pictured,Ops,amount_written_as_negative
RF-35373,RF-35373,ORD506420,2023-10-25,Not applicable,Not applicable,33200.0,Late delivery,Unknown,amount_written_as_negative
RF-35377,RF-35377,ORD524630,2025-03-09,Not applicable,Not applicable,10500.0,Unknown,Support,No issues
RF-35386,RF-35386,ORD517609,2024-09-12,Not applicable,Not applicable,11800.0,Late delivery,Ops,amount_written_as_negative
RF-35402,RF-35402,ORD524123,2025-03-30,Not applicable,Not applicable,184000.0,Wrong size,Support,amount_written_as_negative
RF-35430,RF-35430,ORD504909,2023-08-30,Not applicable,Not applicable,5700.0,Changed mind,Unknown,amount_written_as_negative
RF-35443,RF-35443,ORD511129,2024-03-06,Not applicable,Not applicable,17000.0,Unknown,Ops,amount_written_as_negative
RF-35450,RF-35450,ORD502955,2023-06-07,Not applicable,Not applicable,61500.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35469,RF-35469,ORD501663,2023-04-09,Not applicable,Not applicable,13600.0,Wrong size,Support,No issues
RF-35470,RF-35470,ORD500163,2023-01-12,Not applicable,Not applicable,27700.0,Unknown,Support,amount_written_as_negative
RF-35475,RF-35475,ORD504098,2023-07-06,Not applicable,Not applicable,14900.0,Damaged,Ops,No issues
RF-35487,RF-35487,ORD507578,2023-11-21,Not applicable,Not applicable,11600.0,Wrong size,Auto,amount_written_as_negative
RF-35491,RF-35491,ORD501921,2023-04-22,Not applicable,Not applicable,4800.0,Not as pictured,Ops,No issues
RF-35497,RF-35497,ORD514469,2024-05-27,Not applicable,Not applicable,12700.0,Damaged,Ops,No issues
RF-35521,RF-35521,ORD512809,2024-04-15,Not applicable,Not applicable,29850.0,Not as pictured,Ops,No issues
RF-35523,RF-35523,ORD517186,2024-10-03,Not applicable,Not applicable,111500.0,Changed mind,Support,amount_written_as_negative
RF-35524,RF-35524,ORD511093,2024-03-01,Not applicable,Not applicable,8600.0,Damaged,Auto,refund_date_format_resolved_by_refund_window
RF-35550,RF-35550,ORD521320,2025-01-14,Not applicable,Not applicable,2500.0,Unknown,Support,No issues
RF-35552,RF-35552,ORD509176,2023-12-11,Not applicable,Not applicable,23400.0,Unknown,Auto,refund_date_format_resolved_by_refund_window
RF-35590,RF-35590,ORD517085,2024-09-08,Not applicable,Not applicable,11400.0,Damaged,Support,No issues
RF-35591,RF-35591,ORD503743,2023-06-18,Not applicable,Not applicable,5200.0,Changed mind,Support,amount_written_as_negative
RF-35608,RF-35608,ORD514935,2024-06-11,Not applicable,Not applicable,51400.0,Damaged,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-35611,RF-35611,ORD529049,2025-07-27,Not applicable,Not applicable,15800.0,Changed mind,Ops,No issues
RF-35637,RF-35637,ORD500377,2023-02-27,Not applicable,Not applicable,36100.0,Wrong size,Auto,amount_written_as_negative
RF-35649,RF-35649,ORD508197,2023-12-24,Not applicable,Not applicable,3800.0,Wrong size,Support,amount_written_as_negative
RF-35668,RF-35668,ORD525016,2025-03-26,Not applicable,Not applicable,63600.0,Changed mind,Ops,amount_written_as_negative
RF-35702,RF-35702,ORD505300,2023-08-17,Not applicable,Not applicable,0.0,Late delivery,Support,No issues
RF-35716,RF-35716,ORD511801,2024-02-29,Not applicable,Not applicable,8700.0,Late delivery,Unknown,No issues
RF-35735,RF-35735,ORD519810,2024-11-28,Not applicable,Not applicable,5400.0,Wrong size,Ops,amount_written_as_negative
RF-35747,RF-35747,ORD511526,2024-03-26,Not applicable,Not applicable,32400.0,Not as pictured,Unknown,No issues
RF-35755,RF-35755,ORD518624,2024-11-07,Not applicable,Not applicable,3350.0,Damaged,Support,refund_date_format_resolved_by_refund_window
RF-35768,RF-35768,ORD518715,2024-11-05,Not applicable,Not applicable,5600.0,Unknown,Unknown,amount_written_as_negative
RF-35776,RF-35776,ORD515247,2024-07-27,Not applicable,Not applicable,5700.0,Duplicate order,Support,amount_written_as_negative
RF-35779,RF-35779,ORD508316,2023-12-16,Not applicable,Not applicable,2300.0,Not as pictured,Ops,amount_written_as_negative
RF-35786,RF-35786,ORD510141,2024-01-04,Not applicable,Not applicable,7700.0,Changed mind,Ops,amount_written_as_negative
RF-35788,RF-35788,ORD517867,2024-10-11,Not applicable,Not applicable,55000.0,Not as pictured,Auto,No issues
RF-35793,RF-35793,ORD503888,2023-06-15,Not applicable,Not applicable,15400.0,Wrong size,Support,amount_written_as_negative
RF-35807,RF-35807-1,ORD501933,2023-04-02,Not applicable,Not applicable,12000.0,Unknown,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-35807,RF-35807-2,ORD527964,2025-06-04,Not applicable,Not applicable,6250.0,Changed mind,Auto,refund_id_shared_with_other_refunds
RF-35819,RF-35819,ORD527473,2025-06-06,Not applicable,Not applicable,67900.0,Late delivery,Unknown,No issues
RF-35821,RF-35821,ORD503110,2023-05-16,Not applicable,Not applicable,52300.0,Duplicate order,Ops,No issues
RF-35832,RF-35832,ORD526535,2025-05-01,Not applicable,Not applicable,33650.0,Changed mind,Unknown,refund_date_format_resolved_by_refund_window
RF-35840,RF-35840,ORD519969,2024-11-18,Not applicable,Not applicable,21500.0,Changed mind,Support,amount_written_as_negative
RF-35842,RF-35842,ORD508487,2023-11-29,Not applicable,Not applicable,15500.0,Wrong size,Support,amount_written_as_negative
RF-35850,RF-35850,ORD523000,2025-02-23,Not applicable,Not applicable,28650.0,Not as pictured,Ops,No issues
RF-35874,RF-35874,ORD523601,2025-02-16,Not applicable,Not applicable,5500.0,Late delivery,Support,amount_written_as_negative
RF-35881,RF-35881,ORD512747,2024-04-22,Not applicable,Not applicable,9200.0,Changed mind,Support,amount_written_as_negative
RF-35885,RF-35885,ORD500856,2023-03-01,Not applicable,Not applicable,18400.0,Damaged,Ops,amount_written_as_negative
RF-35889,RF-35889,ORD512382,2024-04-21,Not applicable,Not applicable,1200.0,Late delivery,Support,amount_written_as_negative
RF-35894,RF-35894,ORD511902,2024-03-15,Not applicable,Not applicable,17000.0,Changed mind,Support,No issues
RF-35897,RF-35897,ORD512244,2024-03-14,Not applicable,Not applicable,16600.0,Changed mind,Auto,amount_written_as_negative
RF-35906,RF-35906,ORD521890,2025-02-06,Not applicable,Not applicable,6100.0,Duplicate order,Unknown,No issues
RF-35913,RF-35913-1,ORD517833,2024-10-20,Not applicable,Not applicable,4650.0,Wrong size,Auto,refund_id_shared_with_other_refunds
RF-35913,RF-35913-2,ORD518230,2024-10-14,Not applicable,Not applicable,10800.0,Not as pictured,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-35939,RF-35939,ORD524124,2025-02-22,Not applicable,Not applicable,14100.0,Wrong size,Support,amount_written_as_negative
RF-35964,RF-35964-1,ORD501897,2023-04-11,Not applicable,Not applicable,14000.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-35964,RF-35964-2,ORD519195,2024-11-20,Not applicable,Not applicable,63400.0,Unknown,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-35968,RF-35968,ORD524611,2025-03-29,Not applicable,Not applicable,7100.0,Changed mind,Unknown,amount_written_as_negative
RF-35982,RF-35982,ORD512041,2024-03-22,Not applicable,Not applicable,61400.0,Unknown,Ops,amount_written_as_negative
RF-35984,RF-35984,ORD500855,2023-02-16,Not applicable,Not applicable,4600.0,Not as pictured,Support,No issues
RF-35988,RF-35988,ORD522592,2025-01-22,Not applicable,Not applicable,20600.0,Duplicate order,Support,No issues
RF-36000,RF-36000,ORD506718,2023-10-06,Not applicable,Not applicable,47000.0,Duplicate order,Support,refund_date_format_resolved_by_refund_window
RF-36003,RF-36003,ORD502799,2023-05-19,Not applicable,Not applicable,150200.0,Wrong size,Ops,amount_written_as_negative
RF-36017,RF-36017,ORD507261,2023-11-04,Not applicable,Not applicable,4800.0,Unknown,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-36020,RF-36020,ORD512100,2024-04-07,Not applicable,Not applicable,7900.0,Damaged,Support,amount_written_as_negative
RF-36024,RF-36024,ORD504638,2023-08-13,Not applicable,Not applicable,8100.0,Changed mind,Auto,amount_written_as_negative
RF-36038,RF-36038-1,ORD504470,2023-07-16,Not applicable,Not applicable,7200.0,Changed mind,Ops,refund_id_shared_with_other_refunds
RF-36038,RF-36038-2,ORD519346,2024-12-12,Not applicable,Not applicable,5400.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-36041,RF-36041,ORD515942,2024-08-03,Not applicable,Not applicable,6000.0,Late delivery,Ops,No issues
RF-36044,RF-36044,ORD512767,2024-04-18,Not applicable,Not applicable,16400.0,Changed mind,Support,amount_written_as_negative
RF-36053,RF-36053,ORD522111,2024-12-29,Not applicable,Not applicable,5200.0,Changed mind,Ops,No issues
RF-36056,RF-36056,ORD516753,2024-08-14,Not applicable,Not applicable,2350.0,Duplicate order,Unknown,amount_written_as_negative
RF-36068,RF-36068,ORD515645,2024-07-28,Not applicable,Not applicable,28000.0,Damaged,Support,amount_written_as_negative
RF-36082,RF-36082-1,ORD512625,2024-04-21,Not applicable,Not applicable,85600.0,Changed mind,Support,refund_id_shared_with_other_refunds
RF-36082,RF-36082-2,ORD521736,2025-01-07,Not applicable,Not applicable,9800.0,Not as pictured,Ops,refund_id_shared_with_other_refunds
RF-36083,RF-36083,ORD508806,2023-12-12,Not applicable,Not applicable,21000.0,Unknown,Unknown,amount_written_as_negative
RF-36095,RF-36095,ORD512624,2024-04-23,Not applicable,Not applicable,69100.0,Duplicate order,Support,No issues
RF-36096,RF-36096,ORD517796,2024-09-23,Not applicable,Not applicable,5200.0,Damaged,Support,amount_written_as_negative
RF-36118,RF-36118,ORD518291,2024-10-19,Not applicable,Not applicable,5500.0,Damaged,Ops,amount_written_as_negative
RF-36119,RF-36119,ORD510496,2024-02-26,Not applicable,Not applicable,40100.0,Wrong size,Support,No issues
RF-36125,RF-36125,ORD511389,2024-02-18,Not applicable,Not applicable,22500.0,Unknown,Auto,"amount_written_as_negative,refund_exceeds_order_value"
RF-36134,RF-36134,ORD524612,2025-03-12,Not applicable,Not applicable,5700.0,Changed mind,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-36143,RF-36143,ORD522923,2025-02-24,Not applicable,Not applicable,5500.0,Wrong size,Support,No issues
RF-36148,RF-36148,ORD503393,2023-06-22,Not applicable,Not applicable,61400.0,Changed mind,Unknown,amount_written_as_negative
RF-36162,RF-36162,ORD521272,2024-12-31,Not applicable,Not applicable,17300.0,Damaged,Support,No issues
RF-36191,RF-36191,ORD517146,2024-09-25,Not applicable,Not applicable,2800.0,Wrong size,Auto,No issues
RF-36208,RF-36208,ORD517425,2024-09-25,Not applicable,Not applicable,0.0,Changed mind,Ops,No issues
RF-36214,RF-36214,ORD509151,2023-12-29,Not applicable,Not applicable,12200.0,Duplicate order,Unknown,No issues
RF-36219,RF-36219,ORD515431,2024-07-26,Not applicable,Not applicable,87000.0,Late delivery,Support,amount_written_as_negative
RF-36223,RF-36223,ORD507692,2023-12-22,Not applicable,Not applicable,81800.0,Duplicate order,Support,No issues
RF-36225,RF-36225,ORD526698,2025-04-26,Not applicable,Not applicable,10200.0,Wrong size,Auto,No issues
RF-36246,RF-36246,ORD502588,2023-05-29,Not applicable,Not applicable,26950.0,Late delivery,Support,No issues
RF-36258,RF-36258,ORD502289,2023-04-09,Not applicable,Not applicable,4050.0,Damaged,Support,amount_written_as_negative
RF-36280,RF-36280,ORD527644,2025-07-02,Not applicable,Not applicable,6700.0,Wrong size,Support,amount_written_as_negative
RF-36307,RF-36307,ORD521956,2025-01-30,Not applicable,Not applicable,27300.0,Changed mind,Unknown,amount_written_as_negative
RF-36311,RF-36311,ORD511026,2024-03-10,Not applicable,Not applicable,50500.0,Wrong size,Ops,amount_written_as_negative
RF-36319,RF-36319,ORD520213,2024-12-01,Not applicable,Not applicable,27000.0,Not as pictured,Support,No issues
RF-36333,RF-36333,ORD502190,2023-05-17,Not applicable,Not applicable,21100.0,Damaged,Ops,amount_written_as_negative
RF-36337,RF-36337,ORD527712,2025-07-05,Not applicable,Not applicable,28700.0,Unknown,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-36342,RF-36342,ORD507310,2023-11-02,Not applicable,Not applicable,18800.0,Late delivery,Support,No issues
RF-36346,RF-36346,ORD515173,2024-07-25,Not applicable,Not applicable,5400.0,Late delivery,Support,amount_written_as_negative
RF-36373,RF-36373,ORD510509,2024-01-15,Not applicable,Not applicable,7700.0,Late delivery,Unknown,amount_written_as_negative
RF-36391,RF-36391,ORD509021,2023-12-21,Not applicable,Not applicable,15700.0,Wrong size,Support,No issues
RF-36397,RF-36397,ORD515642,2024-08-10,Not applicable,Not applicable,33400.0,Late delivery,Support,amount_written_as_negative
RF-36423,RF-36423,ORD504752,2023-08-15,Not applicable,Not applicable,63000.0,Not as pictured,Auto,amount_written_as_negative
